# exclude_classes: ()
# n_per_class: 250
# pattern: *.tif
# seed: 42
# root: data/CRC-VAL-HE-7K
# n_tiles: 2250
row,relpath,label,rank
80,ADI/ADI-TCGA-RNKFPDGL.tif,ADI,80
81,ADI/ADI-TCGA-QSRLLWGN.tif,ADI,81
82,ADI/ADI-TCGA-SGWWGHTK.tif,ADI,82
83,ADI/ADI-TCGA-DSFYCMHI.tif,ADI,83
84,ADI/ADI-TCGA-KYMASCTW.tif,ADI,84
85,ADI/ADI-TCGA-VCEWQDFA.tif,ADI,85
86,ADI/ADI-TCGA-SPAGDYGC.tif,ADI,86
87,ADI/ADI-TCGA-FINHERLC.tif,ADI,87
88,ADI/ADI-TCGA-ECCCPIIQ.tif,ADI,88
89,ADI/ADI-TCGA-SLNTWMQG.tif,ADI,89
90,ADI/ADI-TCGA-NVVTCIFP.tif,ADI,90
91,ADI/ADI-TCGA-FVIQDKEG.tif,ADI,91
92,ADI/ADI-TCGA-KNHGGSLN.tif,ADI,92
93,ADI/ADI-TCGA-MKEVEGHV.tif,ADI,93
94,ADI/ADI-TCGA-YWWPCVSL.tif,ADI,94
95,ADI/ADI-TCGA-WTVLISWI.tif,ADI,95
96,ADI/ADI-TCGA-GRHKRQIK.tif,ADI,96
97,ADI/ADI-TCGA-PHAYQVSL.tif,ADI,97
98,ADI/ADI-TCGA-NFYECDTF.tif,ADI,98
99,ADI/ADI-TCGA-RSCPPMVD.tif,ADI,99
100,ADI/ADI-TCGA-CIPWPFNS.tif,ADI,100
101,ADI/ADI-TCGA-ICHCPRHD.tif,ADI,101
102,ADI/ADI-TCGA-SEAEQIMV.tif,ADI,102
103,ADI/ADI-TCGA-WAQAASMP.tif,ADI,103
104,ADI/ADI-TCGA-PGSKQFHC.tif,ADI,104
105,ADI/ADI-TCGA-IYVMAYCR.tif,ADI,105
106,ADI/ADI-TCGA-PARSWQCD.tif,ADI,106
107,ADI/ADI-TCGA-RITNNWFD.tif,ADI,107
108,ADI/ADI-TCGA-NSLYYLAK.tif,ADI,108
109,ADI/ADI-TCGA-QWEYPEAT.tif,ADI,109
110,ADI/ADI-TCGA-NSLQIMDA.tif,ADI,110
111,ADI/ADI-TCGA-TLRNCLMP.tif,ADI,111
112,ADI/ADI-TCGA-HSYWIFQE.tif,ADI,112
113,ADI/ADI-TCGA-TYGIQKMG.tif,ADI,113
114,ADI/ADI-TCGA-MCRPETNS.tif,ADI,114
115,ADI/ADI-TCGA-LVRALGQK.tif,ADI,115
116,ADI/ADI-TCGA-PNEINQFA.tif,ADI,116
117,ADI/ADI-TCGA-GHLVPNIM.tif,ADI,117
118,ADI/ADI-TCGA-ARFWYDGW.tif,ADI,118
119,ADI/ADI-TCGA-AWWPGPSA.tif,ADI,119
120,ADI/ADI-TCGA-TQMMIDDP.tif,ADI,120
121,ADI/ADI-TCGA-ILESPLPW.tif,ADI,121
122,ADI/ADI-TCGA-SLVPWYQY.tif,ADI,122
123,ADI/ADI-TCGA-DEVMRFVN.tif,ADI,123
124,ADI/ADI-TCGA-NMAFKWSY.tif,ADI,124
125,ADI/ADI-TCGA-RQRMVGVS.tif,ADI,125
126,ADI/ADI-TCGA-AGWWSHFM.tif,ADI,126
127,ADI/ADI-TCGA-LPRKLKFV.tif,ADI,127
128,ADI/ADI-TCGA-MEDHRVWP.tif,ADI,128
129,ADI/ADI-TCGA-YEAWCEWI.tif,ADI,129
130,ADI/ADI-TCGA-SVYKGSHL.tif,ADI,130
131,ADI/ADI-TCGA-FCDFWRDR.tif,ADI,131
132,ADI/ADI-TCGA-FPNTESCL.tif,ADI,132
133,ADI/ADI-TCGA-LWMQYVMC.tif,ADI,133
134,ADI/ADI-TCGA-QFVSMHDD.tif,ADI,134
135,ADI/ADI-TCGA-FGDWLVKL.tif,ADI,135
136,ADI/ADI-TCGA-RDPAQMIG.tif,ADI,136
137,ADI/ADI-TCGA-CWRFVYNL.tif,ADI,137
138,ADI/ADI-TCGA-LFPPSKSM.tif,ADI,138
139,ADI/ADI-TCGA-GHNNQKAI.tif,ADI,139
140,ADI/ADI-TCGA-YLGQWKMK.tif,ADI,140
141,ADI/ADI-TCGA-YNNQIAKW.tif,ADI,141
142,ADI/ADI-TCGA-NDAQIFYE.tif,ADI,142
143,ADI/ADI-TCGA-TCYVDHVF.tif,ADI,143
144,ADI/ADI-TCGA-TYVEINHA.tif,ADI,144
145,ADI/ADI-TCGA-LAWNDGKS.tif,ADI,145
146,ADI/ADI-TCGA-GKTQARLN.tif,ADI,146
147,ADI/ADI-TCGA-HSAVNIFS.tif,ADI,147
148,ADI/ADI-TCGA-YKQWIYAN.tif,ADI,148
149,ADI/ADI-TCGA-HLKSLILY.tif,ADI,149
150,ADI/ADI-TCGA-DEDADYTY.tif,ADI,150
151,ADI/ADI-TCGA-PTEDQQRL.tif,ADI,151
152,ADI/ADI-TCGA-VPYAIIGD.tif,ADI,152
153,ADI/ADI-TCGA-AAWDNKDK.tif,ADI,153
154,ADI/ADI-TCGA-PQCDVDLN.tif,ADI,154
155,ADI/ADI-TCGA-DCSPVPEN.tif,ADI,155
156,ADI/ADI-TCGA-VCATHNMW.tif,ADI,156
157,ADI/ADI-TCGA-EASGRMWL.tif,ADI,157
158,ADI/ADI-TCGA-NQTYKFQH.tif,ADI,158
159,ADI/ADI-TCGA-GGRCHTAW.tif,ADI,159
160,ADI/ADI-TCGA-RVKAKSHA.tif,ADI,160
161,ADI/ADI-TCGA-GPSFVVPH.tif,ADI,161
162,ADI/ADI-TCGA-ITYKKRIH.tif,ADI,162
163,ADI/ADI-TCGA-DEDCKRGI.tif,ADI,163
164,ADI/ADI-TCGA-YSDNMTDF.tif,ADI,164
165,ADI/ADI-TCGA-MVDFHQSY.tif,ADI,165
166,ADI/ADI-TCGA-FNWTNGHQ.tif,ADI,166
167,ADI/ADI-TCGA-QDPKIYHT.tif,ADI,167
168,ADI/ADI-TCGA-FTLVCFAR.tif,ADI,168
169,ADI/ADI-TCGA-YCRVIVYE.tif,ADI,169
170,ADI/ADI-TCGA-RCWMVWIY.tif,ADI,170
171,ADI/ADI-TCGA-VHYIMNID.tif,ADI,171
172,ADI/ADI-TCGA-DYEVWMFC.tif,ADI,172
173,ADI/ADI-TCGA-WDCAHDHE.tif,ADI,173
174,ADI/ADI-TCGA-MHCDKPIR.tif,ADI,174
175,ADI/ADI-TCGA-NYCKYFDV.tif,ADI,175
176,ADI/ADI-TCGA-PLFAEYIA.tif,ADI,176
177,ADI/ADI-TCGA-HPRDLNAQ.tif,ADI,177
178,ADI/ADI-TCGA-MHGLNIPN.tif,ADI,178
179,ADI/ADI-TCGA-NKECYQPD.tif,ADI,179
180,ADI/ADI-TCGA-WMPRNTCL.tif,ADI,180
181,ADI/ADI-TCGA-PPCFCHQM.tif,ADI,181
182,ADI/ADI-TCGA-HWPKGLLD.tif,ADI,182
183,ADI/ADI-TCGA-VYGPPFWR.tif,ADI,183
184,ADI/ADI-TCGA-NKIHTVMW.tif,ADI,184
185,ADI/ADI-TCGA-VNDRQSSQ.tif,ADI,185
186,ADI/ADI-TCGA-DSESHQVP.tif,ADI,186
187,ADI/ADI-TCGA-INKETAQI.tif,ADI,187
188,ADI/ADI-TCGA-VLHFRWQW.tif,ADI,188
189,ADI/ADI-TCGA-VMMWMRFR.tif,ADI,189
190,ADI/ADI-TCGA-RMNQQQCY.tif,ADI,190
191,ADI/ADI-TCGA-TAGQYDGQ.tif,ADI,191
192,ADI/ADI-TCGA-WTDEVRMM.tif,ADI,192
193,ADI/ADI-TCGA-IQNQGFHW.tif,ADI,193
194,ADI/ADI-TCGA-VSRCKPGM.tif,ADI,194
195,ADI/ADI-TCGA-DDEGYWDA.tif,ADI,195
196,ADI/ADI-TCGA-TFQFKWQR.tif,ADI,196
197,ADI/ADI-TCGA-KSHFCNAS.tif,ADI,197
198,ADI/ADI-TCGA-MLIWVMEQ.tif,ADI,198
199,ADI/ADI-TCGA-MNCMSWAE.tif,ADI,199
200,ADI/ADI-TCGA-FFTQQAGL.tif,ADI,200
201,ADI/ADI-TCGA-GFYARYWY.tif,ADI,201
202,ADI/ADI-TCGA-AIQQNFEC.tif,ADI,202
203,ADI/ADI-TCGA-VATNPGEA.tif,ADI,203
204,ADI/ADI-TCGA-SGLKVAIM.tif,ADI,204
205,ADI/ADI-TCGA-HHMPQFMK.tif,ADI,205
206,ADI/ADI-TCGA-KARVSPFL.tif,ADI,206
207,ADI/ADI-TCGA-AAICEQFN.tif,ADI,207
208,ADI/ADI-TCGA-TDGSNDED.tif,ADI,208
209,ADI/ADI-TCGA-PPINYCCK.tif,ADI,209
210,ADI/ADI-TCGA-HWVLRIRE.tif,ADI,210
211,ADI/ADI-TCGA-YPTHIYWS.tif,ADI,211
212,ADI/ADI-TCGA-WTSPAIRC.tif,ADI,212
213,ADI/ADI-TCGA-ARFMDEEA.tif,ADI,213
214,ADI/ADI-TCGA-HAVDLHHW.tif,ADI,214
215,ADI/ADI-TCGA-HGYSPCHE.tif,ADI,215
216,ADI/ADI-TCGA-VWMIDDPC.tif,ADI,216
217,ADI/ADI-TCGA-LMHRYRCL.tif,ADI,217
218,ADI/ADI-TCGA-MQRGLEED.tif,ADI,218
219,ADI/ADI-TCGA-PQMLEATG.tif,ADI,219
220,ADI/ADI-TCGA-RARSRWTW.tif,ADI,220
221,ADI/ADI-TCGA-KLYSGQPF.tif,ADI,221
222,ADI/ADI-TCGA-LDPMRNVW.tif,ADI,222
223,ADI/ADI-TCGA-EPSQEGLY.tif,ADI,223
224,ADI/ADI-TCGA-FPCPCWQC.tif,ADI,224
225,ADI/ADI-TCGA-SKYGPPTT.tif,ADI,225
226,ADI/ADI-TCGA-SIDPVKHC.tif,ADI,226
227,ADI/ADI-TCGA-FGQLCCMC.tif,ADI,227
228,ADI/ADI-TCGA-ELVKTIVH.tif,ADI,228
229,ADI/ADI-TCGA-DLMCHYFA.tif,ADI,229
230,ADI/ADI-TCGA-CIPMNAEQ.tif,ADI,230
231,ADI/ADI-TCGA-PERFMTFP.tif,ADI,231
232,ADI/ADI-TCGA-YHTFNNAT.tif,ADI,232
233,ADI/ADI-TCGA-NCIIEVQS.tif,ADI,233
234,ADI/ADI-TCGA-PNQFLPLW.tif,ADI,234
235,ADI/ADI-TCGA-PYGHFPMM.tif,ADI,235
236,ADI/ADI-TCGA-TFCDRQPW.tif,ADI,236
237,ADI/ADI-TCGA-LTYRWMKK.tif,ADI,237
238,ADI/ADI-TCGA-QKFMSGRL.tif,ADI,238
239,ADI/ADI-TCGA-YFVEDHDK.tif,ADI,239
240,ADI/ADI-TCGA-LIYTENIP.tif,ADI,240
241,ADI/ADI-TCGA-HRCYVDSY.tif,ADI,241
242,ADI/ADI-TCGA-WQKDPHVL.tif,ADI,242
243,ADI/ADI-TCGA-VGTKTQAL.tif,ADI,243
244,ADI/ADI-TCGA-HNPGQIFL.tif,ADI,244
245,ADI/ADI-TCGA-VSFFLAFN.tif,ADI,245
246,ADI/ADI-TCGA-AMQPNMIV.tif,ADI,246
247,ADI/ADI-TCGA-RNLWICEL.tif,ADI,247
248,ADI/ADI-TCGA-DIHELHCD.tif,ADI,248
249,ADI/ADI-TCGA-GGACTWHM.tif,ADI,249
250,BACK/BACK-TCGA-RTQEFRPY.tif,BACK,0
251,BACK/BACK-TCGA-LGPLIQYG.tif,BACK,1
252,BACK/BACK-TCGA-FDEPESSI.tif,BACK,2
253,BACK/BACK-TCGA-PQWEEFSI.tif,BACK,3
254,BACK/BACK-TCGA-SACLPVSN.tif,BACK,4
255,BACK/BACK-TCGA-NDLRVRFK.tif,BACK,5
256,BACK/BACK-TCGA-GLFPERGF.tif,BACK,6
257,BACK/BACK-TCGA-WWRTVRAG.tif,BACK,7
258,BACK/BACK-TCGA-LIQSFDSS.tif,BACK,8
259,BACK/BACK-TCGA-IPDSNCEC.tif,BACK,9
260,BACK/BACK-TCGA-PEGELRIQ.tif,BACK,10
261,BACK/BACK-TCGA-DFPMDHDG.tif,BACK,11
262,BACK/BACK-TCGA-SPCHFPIW.tif,BACK,12
263,BACK/BACK-TCGA-PMVTKFLI.tif,BACK,13
264,BACK/BACK-TCGA-SRRRPISF.tif,BACK,14
265,BACK/BACK-TCGA-LFHPPILG.tif,BACK,15
266,BACK/BACK-TCGA-QLQANKYC.tif,BACK,16
267,BACK/BACK-TCGA-WKDAVKTL.tif,BACK,17
268,BACK/BACK-TCGA-TPEHMFSE.tif,BACK,18
269,BACK/BACK-TCGA-HKDCWNYS.tif,BACK,19
270,BACK/BACK-TCGA-FDSFQDMH.tif,BACK,20
271,BACK/BACK-TCGA-KTHQGHDQ.tif,BACK,21
272,BACK/BACK-TCGA-WRGGEWGW.tif,BACK,22
273,BACK/BACK-TCGA-CWPQTLIT.tif,BACK,23
274,BACK/BACK-TCGA-IKYCIKQF.tif,BACK,24
275,BACK/BACK-TCGA-HDENHKKS.tif,BACK,25
276,BACK/BACK-TCGA-LMGQVNKI.tif,BACK,26
277,BACK/BACK-TCGA-VSRTISRT.tif,BACK,27
278,BACK/BACK-TCGA-TYACQTDH.tif,BACK,28
279,BACK/BACK-TCGA-FWRYGIIT.tif,BACK,29
280,BACK/BACK-TCGA-ATNKGMIG.tif,BACK,30
281,BACK/BACK-TCGA-GHVRDGLC.tif,BACK,31
282,BACK/BACK-TCGA-NTKLLTRI.tif,BACK,32
283,BACK/BACK-TCGA-YQYRMLTH.tif,BACK,33
284,BACK/BACK-TCGA-NVHARYEA.tif,BACK,34
285,BACK/BACK-TCGA-MVCMCFGN.tif,BACK,35
286,BACK/BACK-TCGA-HVSNKACA.tif,BACK,36
287,BACK/BACK-TCGA-GYTKRFQH.tif,BACK,37
288,BACK/BACK-TCGA-VWAVRTPS.tif,BACK,38
289,BACK/BACK-TCGA-IGFSEVVI.tif,BACK,39
290,BACK/BACK-TCGA-QGTCCCYW.tif,BACK,40
291,BACK/BACK-TCGA-GKWINLMA.tif,BACK,41
292,BACK/BACK-TCGA-QQNVAHVV.tif,BACK,42
293,BACK/BACK-TCGA-QGCDMEQC.tif,BACK,43
294,BACK/BACK-TCGA-KSWRICDV.tif,BACK,44
295,BACK/BACK-TCGA-WCPHIPNK.tif,BACK,45
296,BACK/BACK-TCGA-QCDQQQLS.tif,BACK,46
297,BACK/BACK-TCGA-QIDGREDC.tif,BACK,47
298,BACK/BACK-TCGA-FEDHQVVR.tif,BACK,48
299,BACK/BACK-TCGA-YIFTIQAY.tif,BACK,49
300,BACK/BACK-TCGA-ISWPDFYW.tif,BACK,50
301,BACK/BACK-TCGA-PERQTNRY.tif,BACK,51
302,BACK/BACK-TCGA-ERMISVYL.tif,BACK,52
303,BACK/BACK-TCGA-QHRFNMFR.tif,BACK,53
304,BACK/BACK-TCGA-RDASGHKQ.tif,BACK,54
305,BACK/BACK-TCGA-RWSCGRNI.tif,BACK,55
306,BACK/BACK-TCGA-SRKGIWFD.tif,BACK,56
307,BACK/BACK-TCGA-HMTCTFAL.tif,BACK,57
308,BACK/BACK-TCGA-WYDSVENV.tif,BACK,58
309,BACK/BACK-TCGA-RKHGEWGH.tif,BACK,59
310,BACK/BACK-TCGA-FGWNTYLK.tif,BACK,60
311,BACK/BACK-TCGA-FAYGCILC.tif,BACK,61
312,BACK/BACK-TCGA-IFINPLNY.tif,BACK,62
313,BACK/BACK-TCGA-DPWQSWTR.tif,BACK,63
314,BACK/BACK-TCGA-SQCNEAKV.tif,BACK,64
315,BACK/BACK-TCGA-ECTFLQLS.tif,BACK,65
316,BACK/BACK-TCGA-IIALQDGS.tif,BACK,66
317,BACK/BACK-TCGA-LPTCGKWD.tif,BACK,67
318,BACK/BACK-TCGA-ITSHPTST.tif,BACK,68
319,BACK/BACK-TCGA-KLFWREHS.tif,BACK,69
320,BACK/BACK-TCGA-QMGIPERY.tif,BACK,70
321,BACK/BACK-TCGA-QYPNKIAV.tif,BACK,71
322,BACK/BACK-TCGA-WWHEHCLT.tif,BACK,72
323,BACK/BACK-TCGA-DKYFRAIL.tif,BACK,73
324,BACK/BACK-TCGA-YFYCTQWI.tif,BACK,74
325,BACK/BACK-TCGA-SMSHHLWQ.tif,BACK,75
326,BACK/BACK-TCGA-YNKCWYQM.tif,BACK,76
327,BACK/BACK-TCGA-FESTPNSK.tif,BACK,77
328,BACK/BACK-TCGA-QAFNIWHH.tif,BACK,78
329,BACK/BACK-TCGA-IMRLPLQL.tif,BACK,79
330,BACK/BACK-TCGA-PAHWMKWF.tif,BACK,80
331,BACK/BACK-TCGA-YPFRKRCV.tif,BACK,81
332,BACK/BACK-TCGA-IMEEPSYH.tif,BACK,82
333,BACK/BACK-TCGA-YFRVMWKV.tif,BACK,83
334,BACK/BACK-TCGA-YTLDPGNP.tif,BACK,84
335,BACK/BACK-TCGA-GGYYKYFQ.tif,BACK,85
336,BACK/BACK-TCGA-HPINMPFL.tif,BACK,86
337,BACK/BACK-TCGA-LGFLQDTV.tif,BACK,87
338,BACK/BACK-TCGA-GQHEMYTR.tif,BACK,88
339,BACK/BACK-TCGA-GKKVPNFD.tif,BACK,89
340,BACK/BACK-TCGA-DAVENICC.tif,BACK,90
341,BACK/BACK-TCGA-KDFKDEWS.tif,BACK,91
342,BACK/BACK-TCGA-DMPGQMYG.tif,BACK,92
343,BACK/BACK-TCGA-AWPYRVTA.tif,BACK,93
344,BACK/BACK-TCGA-IWDGFHRI.tif,BACK,94
345,BACK/BACK-TCGA-QMMIIERH.tif,BACK,95
346,BACK/BACK-TCGA-MLVCVWGD.tif,BACK,96
347,BACK/BACK-TCGA-PTKNYTAK.tif,BACK,97
348,BACK/BACK-TCGA-ETNCIPWN.tif,BACK,98
349,BACK/BACK-TCGA-KWNPLWNK.tif,BACK,99
350,BACK/BACK-TCGA-YRFMCNRK.tif,BACK,100
351,BACK/BACK-TCGA-RKMRTQTD.tif,BACK,101
352,BACK/BACK-TCGA-CFDMLIQR.tif,BACK,102
353,BACK/BACK-TCGA-WLIGWSTD.tif,BACK,103
354,BACK/BACK-TCGA-WHMKQGSA.tif,BACK,104
355,BACK/BACK-TCGA-AVCVCYEH.tif,BACK,105
356,BACK/BACK-TCGA-DDKMCYTH.tif,BACK,106
357,BACK/BACK-TCGA-CMWYINDD.tif,BACK,107
358,BACK/BACK-TCGA-RTIPHRQQ.tif,BACK,108
359,BACK/BACK-TCGA-GCAQNPMS.tif,BACK,109
360,BACK/BACK-TCGA-RCCFFYNR.tif,BACK,110
361,BACK/BACK-TCGA-QVYSFSQF.tif,BACK,111
362,BACK/BACK-TCGA-FCVVVVIS.tif,BACK,112
363,BACK/BACK-TCGA-EPDQYNMD.tif,BACK,113
364,BACK/BACK-TCGA-SGFEIRMW.tif,BACK,114
365,BACK/BACK-TCGA-KLMSRCDC.tif,BACK,115
366,BACK/BACK-TCGA-DEGLCPNH.tif,BACK,116
367,BACK/BACK-TCGA-LILSRLEL.tif,BACK,117
368,BACK/BACK-TCGA-GVINYEPN.tif,BACK,118
369,BACK/BACK-TCGA-RDPCSDDE.tif,BACK,119
370,BACK/BACK-TCGA-GVFLHTNL.tif,BACK,120
371,BACK/BACK-TCGA-DICDAMGQ.tif,BACK,121
372,BACK/BACK-TCGA-TPIKYFKG.tif,BACK,122
373,BACK/BACK-TCGA-IFYQFTLY.tif,BACK,123
374,BACK/BACK-TCGA-FQCEDPVR.tif,BACK,124
375,BACK/BACK-TCGA-QCCVEGAT.tif,BACK,125
376,BACK/BACK-TCGA-LMGKFGMP.tif,BACK,126
377,BACK/BACK-TCGA-GDNRWNCC.tif,BACK,127
378,BACK/BACK-TCGA-KIDAHKFD.tif,BACK,128
379,BACK/BACK-TCGA-PSANEAGA.tif,BACK,129
380,BACK/BACK-TCGA-TASPCKLM.tif,BACK,130
381,BACK/BACK-TCGA-RHIPPHPR.tif,BACK,131
382,BACK/BACK-TCGA-AYIAKTGW.tif,BACK,132
383,BACK/BACK-TCGA-NWHNSFDM.tif,BACK,133
384,BACK/BACK-TCGA-DDMADQAC.tif,BACK,134
385,BACK/BACK-TCGA-HKIISFHM.tif,BACK,135
386,BACK/BACK-TCGA-TFCYLRPP.tif,BACK,136
387,BACK/BACK-TCGA-YEPVIKHN.tif,BACK,137
388,BACK/BACK-TCGA-LMREKLHD.tif,BACK,138
389,BACK/BACK-TCGA-WEHNERYK.tif,BACK,139
390,BACK/BACK-TCGA-ESVRFVRS.tif,BACK,140
391,BACK/BACK-TCGA-DWPQLIHS.tif,BACK,141
392,BACK/BACK-TCGA-MTWFALTM.tif,BACK,142
393,BACK/BACK-TCGA-YMEWNMKS.tif,BACK,143
394,BACK/BACK-TCGA-HMYQAIEN.tif,BACK,144
395,BACK/BACK-TCGA-YMRVPRPI.tif,BACK,145
396,BACK/BACK-TCGA-PKRTFLEH.tif,BACK,146
397,BACK/BACK-TCGA-MDAASAMI.tif,BACK,147
398,BACK/BACK-TCGA-WHKTIWYC.tif,BACK,148
399,BACK/BACK-TCGA-RDGNQDTA.tif,BACK,149
400,BACK/BACK-TCGA-NTLCRNDV.tif,BACK,150
401,BACK/BACK-TCGA-HISGNHIV.tif,BACK,151
402,BACK/BACK-TCGA-QAATWQAD.tif,BACK,152
403,BACK/BACK-TCGA-RWRVEQRH.tif,BACK,153
404,BACK/BACK-TCGA-HLDFVTLD.tif,BACK,154
405,BACK/BACK-TCGA-DWPPLNET.tif,BACK,155
406,BACK/BACK-TCGA-LMNTELYF.tif,BACK,156
407,BACK/BACK-TCGA-EDCSLFFV.tif,BACK,157
408,BACK/BACK-TCGA-VWIGTCGP.tif,BACK,158
409,BACK/BACK-TCGA-ANNAGVAD.tif,BACK,159
410,BACK/BACK-TCGA-WDMRMFAQ.tif,BACK,160
411,BACK/BACK-TCGA-NTSLECKP.tif,BACK,161
412,BACK/BACK-TCGA-PHEAGEQT.tif,BACK,162
413,BACK/BACK-TCGA-YQATDYKY.tif,BACK,163
414,BACK/BACK-TCGA-PKCLTFII.tif,BACK,164
415,BACK/BACK-TCGA-IFPVFTMM.tif,BACK,165
416,BACK/BACK-TCGA-CAFNSTVF.tif,BACK,166
417,BACK/BACK-TCGA-FMHGFQFT.tif,BACK,167
418,BACK/BACK-TCGA-QGDTFSSI.tif,BACK,168
419,BACK/BACK-TCGA-YSQEFHNH.tif,BACK,169
420,BACK/BACK-TCGA-HRAICCYS.tif,BACK,170
421,BACK/BACK-TCGA-PDHCRMEN.tif,BACK,171
